OrderID,OrderDate,CustomerID,Region,CustomerSegment,ProductID,ProductCategory,ProductSubcategory,Quantity,UnitPrice,DiscountPercent,GrossSales,NetSales,CostOfGoodsSold,ShippingCost,DeliveryDays,ExpectedDeliveryDays,ReturnFlag,ReturnReason,FulfilmentCenter
ORD00968,27-Aug-2023,CUST1444,South,Consumer,PROD246,Fashion,Accessories,2,4672,0.25,9344,7008,7405.96,203,5,5,0,,FC2
ORD00969,25-Sep-2025,CUST1162,East,Consumer,PROD235,Lifestyle,Beauty,1,1145,0,1145,1145,640.2402,265,5,6,0,,FC3
ORD00970,7-Jan-2023,CUST1825,East,Consumer,PROD162,Lifestyle,Home Decor,5,3287,0,16435,16435,10845.67,51,3,2,0,,FC3
ORD00971,11-Aug-2025,CUST1657,North,Consumer,PROD336,Electronics,Audio,4,4243,0,16972,16972,11153.26,214,8,6,0,,FC2
ORD00972,21-Sep-2025,CUST1140,West,Consumer,PROD273,Electronics,Laptop,1,2963,0,2963,2963,2149.556,296,3,4,0,,FC2
ORD00973,6-Sep-2024,CUST1665,North,Corporate,PROD463,Fashion,Footwear,4,1267,0.1,5068,4561.2,3937.673,115,6,6,0,,FC4
ORD00974,3-May-2023,CUST1958,East,Consumer,PROD178,Fashion,Apparel,2,4658,0.15,9316,7918.6,6367.685,156,3,2,0,,FC2
ORD00975,6-Aug-2024,CUST1758,West,Small Business,PROD313,Lifestyle,Home Decor,4,2873,0.1,11492,10342.8,6617.785,79,2,2,0,,FC2
ORD00976,29-Dec-2025,CUST1093,East,Corporate,PROD310,Fashion,Accessories,5,3146,0.3,15730,11011,8964.124,299,4,3,0,,FC1
ORD00977,9-Oct-2023,CUST1775,West,Corporate,PROD195,Lifestyle,Beauty,3,4742,0.25,14226,10669.5,8773.433,141,3,3,1,Damaged,FC4
ORD00978,27-May-2023,CUST1002,West,Small Business,PROD202,Lifestyle,Home Decor,1,1757,0.05,1757,1669.15,1102.115,257,6,4,0,,FC4
ORD00979,27-Nov-2025,CUST1806,North,Corporate,PROD401,Fashion,Footwear,3,726,0.4,2178,1306.8,1556.202,58,2,2,0,,FC1
ORD00980,6-Sep-2025,CUST1438,South,Consumer,PROD439,Fashion,Apparel,4,1789,0.1,7156,6440.4,4508.441,56,4,3,0,,FC1
ORD00981,26-Jun-2023,CUST1527,North,Consumer,PROD407,Lifestyle,Home Decor,5,4219,0.15,21095,17930.75,16085.31,145,4,3,0,,FC3
ORD00982,27-Jul-2025,CUST1635,West,Consumer,PROD114,Lifestyle,Fitness,2,3699,0.15,7398,6288.3,4354.547,156,5,4,0,,FC4
ORD00983,17-Apr-2025,CUST1608,North,Consumer,PROD297,Fashion,Accessories,5,2254,0.4,11270,6762,7836.546,243,5,5,0,,FC1
ORD00984,6-Dec-2024,CUST1619,North,Corporate,PROD234,Lifestyle,Home Decor,3,3069,0.1,9207,8286.3,5667.254,108,5,4,0,,FC3
ORD00985,18-Nov-2025,CUST1461,South,Consumer,PROD410,Electronics,Audio,1,255,0.1,255,229.5,154.4495,137,3,3,0,,FC1
ORD00986,29-Nov-2024,CUST1655,West,Small Business,PROD155,Fashion,Apparel,4,2086,0.5,8344,4172,4190.3,178,4,4,0,,FC3
ORD00987,23-Nov-2023,CUST1610,West,Corporate,PROD265,Lifestyle,Home Decor,5,4102,0.05,20510,19484.5,12988.99,122,5,5,0,,FC2
ORD00988,13-Apr-2025,CUST1750,East,Consumer,PROD109,Electronics,Laptop,4,1004,0.1,4016,3614.4,2563.437,62,5,3,0,,FC2
ORD00989,21-Jul-2025,CUST1080,South,Corporate,PROD360,Lifestyle,Home Decor,2,2620,0.1,5240,4716,3119.499,130,3,4,0,,FC3
ORD00990,18-Oct-2023,CUST1560,West,Corporate,PROD327,Electronics,Audio,2,4588,0,9176,9176,5149.074,50,3,4,0,,FC4
ORD00991,26-Jan-2024,CUST1657,East,Small Business,PROD389,Electronics,Laptop,1,3735,0,3735,3735,2243.444,205,5,5,0,,FC2
ORD00992,9-Sep-2023,CUST1041,South,Consumer,PROD293,Electronics,Mobile,5,1688,0,8440,8440,6240.477,56,2,2,0,,FC4
ORD00993,24-Feb-2025,CUST1385,North,Small Business,PROD184,Fashion,Footwear,4,2490,0.1,9960,8964,7913.642,179,3,2,0,,FC3
ORD00994,31-Jan-2023,CUST1971,South,Consumer,PROD225,Fashion,Accessories,2,1823,0.1,3646,3281.4,1893.773,239,6,4,0,,FC2
ORD00995,6-Dec-2024,CUST1363,East,Corporate,PROD363,Lifestyle,Fitness,5,4178,0,20890,20890,11886.75,218,7,5,0,,FC4
ORD00996,22-Jan-2025,CUST1887,East,Consumer,PROD288,Lifestyle,Beauty,4,2649,0,10596,10596,6237.502,164,2,2,0,,FC2
ORD00997,30-Oct-2023,CUST1520,West,Corporate,PROD352,Lifestyle,Beauty,4,4172,0.05,16688,15853.6,12967.62,91,2,2,0,,FC1
ORD00998,28-Dec-2023,CUST1475,North,Small Business,PROD491,Lifestyle,Home Decor,3,1370,0.4,4110,2466,2714.334,297,3,3,0,,FC4
ORD00999,3-Apr-2023,CUST1081,North,Corporate,PROD499,Fashion,Accessories,4,2142,0.05,8568,8139.6,5371.723,110,6,6,0,,FC3
ORD01000,19-May-2024,CUST1374,East,Small Business,PROD171,Fashion,Footwear,2,2400,0.05,4800,4560,2493.466,159,3,3,0,,FC2
ORD01001,13-May-2024,CUST1211,North,Corporate,PROD311,Electronics,Audio,3,3439,0.05,10317,9801.15,8133.813,288,7,4,0,,FC2
ORD01002,13-Nov-2025,CUST1393,East,Corporate,PROD273,Electronics,Audio,5,1920,0,9600,9600,5383.197,115,6,6,0,,FC3
ORD01003,1-Aug-2025,CUST1448,West,Small Business,PROD498,Lifestyle,Beauty,4,2461,0,9844,9844,7484.883,52,3,3,0,,FC4
ORD01004,15-Jun-2023,CUST1312,West,Small Business,PROD139,Electronics,Audio,4,2519,0,10076,10076,5052.028,213,4,4,0,,FC2
ORD01005,2-Jul-2023,CUST1721,South,Small Business,PROD122,Lifestyle,Beauty,3,1354,0.4,4062,2437.2,2324.133,163,5,3,0,,FC2
ORD01006,29-Sep-2024,CUST1422,West,Small Business,PROD433,Fashion,Footwear,2,3967,0.1,7934,7140.6,5111.431,129,2,2,1,Size Issue,FC4
ORD01007,28-Oct-2023,CUST1132,South,Consumer,PROD104,Fashion,Footwear,4,1913,0.1,7652,6886.8,4839.104,276,2,2,0,,FC2
ORD01008,8-Feb-2025,CUST1081,East,Small Business,PROD225,Lifestyle,Beauty,4,3561,0.2,14244,11395.2,10506.59,256,3,2,1,Damaged,FC1
ORD01009,31-Jul-2023,CUST1248,East,Consumer,PROD231,Fashion,Accessories,1,1154,0,1154,1154,796.4573,239,7,5,0,,FC3
ORD01010,26-Feb-2024,CUST1274,West,Consumer,PROD412,Electronics,Laptop,1,2188,0.1,2188,1969.2,1605.398,145,3,4,0,,FC2
ORD01011,19-Oct-2024,CUST1208,North,Small Business,PROD232,Lifestyle,Fitness,5,632,0.3,3160,2212,2097.755,120,3,3,0,,FC2
ORD01012,10-May-2024,CUST1297,South,Corporate,PROD216,Lifestyle,Beauty,4,1490,0.05,5960,5662,3255.282,105,4,4,0,,FC1
ORD01013,23-Aug-2025,CUST1525,North,Corporate,PROD379,Electronics,Mobile,3,1035,0,3105,3105,2370.945,109,4,2,0,,FC3
ORD01014,6-Feb-2025,CUST1594,East,Consumer,PROD379,Fashion,Accessories,4,592,0.15,2368,2012.8,1261.35,212,4,3,0,,FC3
ORD01015,16-Dec-2023,CUST1913,South,Corporate,PROD251,Fashion,Accessories,1,2469,0.15,2469,2098.65,1408.69,259,4,2,0,,FC3
ORD01016,16-Jun-2024,CUST1812,East,Small Business,PROD473,Fashion,Accessories,4,4706,0.4,18824,11294.4,14336.32,66,4,2,0,,FC4
ORD01017,5-Oct-2025,CUST1742,East,Small Business,PROD132,Electronics,Mobile,4,3681,0.05,14724,13987.8,10965.08,85,3,3,0,,FC3
ORD01018,1-Jul-2024,CUST1753,North,Consumer,PROD157,Electronics,Laptop,1,1555,0.2,1555,1244,989.7583,112,5,5,0,,FC4
ORD01019,24-Oct-2023,CUST1834,North,Small Business,PROD340,Electronics,Laptop,1,3316,0,3316,3316,2263.417,286,7,4,0,,FC1
ORD01020,24-Feb-2025,CUST1588,North,Corporate,PROD333,Fashion,Apparel,2,684,0.5,1368,684,882.701,161,3,2,0,,FC4
ORD01021,26-Aug-2024,CUST1057,West,Small Business,PROD392,Lifestyle,Home Decor,5,804,0.1,4020,3618,2781.36,264,3,3,0,,FC1
ORD01022,21-Apr-2023,CUST1715,West,Small Business,PROD401,Fashion,Apparel,2,2029,0.15,4058,3449.3,2210.372,255,6,6,0,,FC3
ORD01023,26-Jul-2024,CUST1891,South,Consumer,PROD223,Lifestyle,Home Decor,3,288,0.15,864,734.4,648.4647,210,6,3,0,,FC3
ORD01024,14-Aug-2024,CUST1701,North,Consumer,PROD437,Fashion,Accessories,2,3050,0.4,6100,3660,3226.522,266,2,2,0,,FC4
ORD01025,31-Jul-2023,CUST1784,East,Corporate,PROD302,Lifestyle,Beauty,5,1095,0,5475,5475,3905.691,80,6,6,0,,FC2
ORD01026,30-Sep-2025,CUST1541,East,Corporate,PROD222,Electronics,Audio,3,3753,0.15,11259,9570.15,6577.796,235,3,2,0,,FC2
ORD01027,21-Dec-2025,CUST1878,North,Small Business,PROD309,Electronics,Mobile,4,507,0,2028,2028,1532.909,217,5,5,0,,FC4
ORD01028,27-Jul-2024,CUST1493,North,Corporate,PROD311,Electronics,Laptop,2,3502,0.4,7004,4202.4,4878.515,265,5,5,0,,FC2
ORD01029,27-Oct-2024,CUST1756,South,Small Business,PROD130,Electronics,Laptop,3,4751,0,14253,14253,9616.77,262,2,2,0,,FC1
ORD01030,22-Sep-2023,CUST1446,North,Small Business,PROD370,Electronics,Mobile,1,394,0.1,394,354.6,231.1657,245,5,5,0,,FC3
ORD01031,21-Jun-2023,CUST1967,West,Small Business,PROD317,Fashion,Accessories,2,2487,0.05,4974,4725.3,2765.585,216,7,6,1,,FC4
ORD01032,12-Nov-2024,CUST1805,South,Small Business,PROD475,Lifestyle,Beauty,1,1780,0,1780,1780,1110.186,210,5,4,0,,FC1
ORD01033,26-Feb-2024,CUST1123,East,Corporate,PROD281,Lifestyle,Beauty,4,1435,0.05,5740,5453,3577.573,205,4,3,0,,FC3
ORD01034,13-Mar-2023,CUST1987,West,Consumer,PROD426,Fashion,Footwear,4,3672,0,14688,14688,8973.277,285,5,5,0,,FC2
ORD01035,30-Jul-2024,CUST1902,North,Corporate,PROD280,Lifestyle,Fitness,1,2050,0.2,2050,1640,1401.382,250,4,4,0,,FC4
ORD01036,20-Sep-2024,CUST1267,West,Small Business,PROD365,Electronics,Laptop,4,3519,0.05,14076,13372.2,7123.597,207,4,4,0,,FC4
ORD01037,28-May-2025,CUST1873,South,Corporate,PROD402,Electronics,Mobile,4,4188,0.15,16752,14239.2,12436.15,55,2,2,0,,FC4
ORD01038,25-Oct-2024,CUST1735,East,Consumer,PROD222,Fashion,Footwear,1,3064,0.1,3064,2757.6,1548.193,102,5,5,0,,FC2
ORD01039,18-Jul-2025,CUST1403,East,Consumer,PROD192,Lifestyle,Fitness,5,1515,0.2,7575,6060,5854.597,74,4,4,0,,FC4
ORD01040,29-Jan-2025,CUST1714,North,Corporate,PROD403,Lifestyle,Fitness,2,3618,0.4,7236,4341.6,4195.395,95,6,3,0,,FC4
ORD01041,2-May-2025,CUST1201,North,Consumer,PROD388,Electronics,Laptop,2,3333,0.25,6666,4999.5,5148.967,98,6,6,0,,FC3
ORD01042,10-Jul-2025,CUST1432,North,Consumer,PROD159,Electronics,Audio,4,4564,0.2,18256,14604.8,12149.02,264,5,4,0,,FC4
ORD01043,6-Jun-2024,CUST1336,West,Consumer,PROD458,Lifestyle,Beauty,2,2124,0.05,4248,4035.6,3071.234,173,6,6,0,,FC4
ORD01044,15-Mar-2023,CUST1335,North,Corporate,PROD156,Fashion,Apparel,1,4150,0,4150,4150,2754.436,78,3,3,1,Late Delivery,FC2
ORD01045,18-Dec-2025,CUST1476,East,Small Business,PROD283,Electronics,Mobile,3,2919,0.05,8757,8319.15,5313.119,233,2,2,0,,FC3
ORD01046,15-Oct-2024,CUST1009,East,Consumer,PROD263,Electronics,Audio,1,1461,0,1461,1461,1143.259,72,3,3,0,,FC1
ORD01047,26-Jan-2025,CUST1530,South,Consumer,PROD279,Lifestyle,Fitness,2,4263,0.15,8526,7247.1,5899.215,283,7,6,0,,FC1
ORD01048,26-Aug-2023,CUST1137,North,Consumer,PROD457,Fashion,Apparel,4,1037,0,4148,4148,2313.574,250,5,5,0,,FC3
ORD01049,6-Nov-2025,CUST1237,North,Corporate,PROD219,Lifestyle,Fitness,1,4295,0,4295,4295,2834.925,247,6,5,0,,FC1
ORD01050,21-Jul-2025,CUST1219,East,Small Business,PROD315,Lifestyle,Home Decor,3,1891,0.4,5673,3403.8,3901.327,210,5,3,0,,FC1
ORD01051,25-Aug-2023,CUST1179,West,Consumer,PROD402,Fashion,Apparel,2,3011,0.2,6022,4817.6,4604.616,295,3,3,0,,FC2
ORD01052,19-Jan-2025,CUST1889,South,Corporate,PROD376,Lifestyle,Home Decor,1,4225,0,4225,4225,3297.437,62,6,6,0,,FC4
ORD01053,30-Oct-2023,CUST1843,East,Consumer,PROD267,Lifestyle,Fitness,1,807,0.3,807,564.9,416.8053,154,4,4,0,,FC2
ORD01054,27-May-2025,CUST1798,East,Small Business,PROD180,Lifestyle,Beauty,2,3974,0.05,7948,7550.6,6009.552,187,3,3,0,,FC1
ORD01055,31-Jan-2025,CUST1839,East,Small Business,PROD342,Electronics,Laptop,1,1399,0.2,1399,1119.2,895.1604,169,6,6,0,,FC3
ORD01056,4-Nov-2024,CUST1324,North,Consumer,PROD110,Lifestyle,Fitness,4,2990,0.3,11960,8372,8551.555,264,5,2,0,,FC4
ORD01057,27-May-2023,CUST1483,North,Corporate,PROD464,Fashion,Accessories,1,2441,0.2,2441,1952.8,1637.939,250,2,2,1,Quality Issue,FC1
ORD01058,22-Aug-2025,CUST1897,North,Consumer,PROD186,Electronics,Laptop,2,2116,0.05,4232,4020.4,2393.043,210,2,2,0,,FC3
ORD01059,25-Dec-2023,CUST1920,West,Small Business,PROD332,Fashion,Accessories,2,3235,0.1,6470,5823,3522.613,204,5,4,0,,FC1
ORD01060,8-Jan-2024,CUST1482,South,Small Business,PROD179,Electronics,Laptop,1,4328,0.25,4328,3246,2399.156,73,3,3,0,,FC2
ORD01061,11-Jan-2024,CUST1229,South,Small Business,PROD252,Lifestyle,Fitness,3,1511,0.3,4533,3173.1,3230.13,196,4,4,0,,FC4
ORD01062,3-Feb-2024,CUST1713,East,Corporate,PROD197,Electronics,Audio,4,3212,0.15,12848,10920.8,9355.395,281,7,6,0,,FC1
ORD01063,29-May-2024,CUST1487,West,Consumer,PROD120,Fashion,Apparel,5,1856,0.4,9280,5568,5571.464,219,6,6,0,,FC3
ORD01064,11-Jul-2023,CUST1269,North,Corporate,PROD315,Lifestyle,Fitness,3,4805,0.25,14415,10811.25,10432.46,229,2,2,1,Damaged,FC2
ORD01065,6-Jul-2024,CUST1181,South,Corporate,PROD366,Fashion,Apparel,4,4576,0.1,18304,16473.6,10633.73,132,6,3,0,,FC3
ORD01066,30-Mar-2024,CUST1347,West,Corporate,PROD445,Fashion,Footwear,3,4802,0.15,14406,12245.1,10082.46,281,2,2,0,,FC4
ORD01067,26-Aug-2024,CUST1021,West,Corporate,PROD483,Lifestyle,Home Decor,4,4223,0.2,16892,13513.6,11802.01,114,3,3,1,Size Issue,FC1
ORD01068,13-May-2023,CUST1761,East,Consumer,PROD459,Fashion,Accessories,3,1085,0.05,3255,3092.25,2550.427,261,6,6,0,,FC4
ORD01069,10-Dec-2025,CUST1871,South,Small Business,PROD226,Fashion,Footwear,4,943,0,3772,3772,2122.974,57,7,6,0,,FC4
ORD01070,14-Apr-2024,CUST1953,North,Corporate,PROD262,Fashion,Apparel,2,4287,0.2,8574,6859.2,6182.987,262,5,4,1,Late Delivery,FC4
ORD01071,26-Sep-2023,CUST1723,East,Consumer,PROD294,Lifestyle,Beauty,1,3290,0,3290,3290,1906.846,92,8,6,0,,FC1
ORD01072,20-Oct-2025,CUST1945,West,Small Business,PROD472,Fashion,Accessories,4,3878,0.2,15512,12409.6,11999.03,165,6,4,0,,FC4
ORD01073,13-Sep-2024,CUST1012,East,Corporate,PROD419,Electronics,Laptop,5,447,0.05,2235,2123.25,1684.139,181,2,2,0,,FC3
ORD01074,3-Dec-2023,CUST1407,West,Consumer,PROD444,Fashion,Footwear,3,3696,0.1,11088,9979.2,6211.005,99,4,5,0,,FC2
ORD01075,26-Jun-2024,CUST1379,South,Corporate,PROD267,Fashion,Footwear,1,4382,0,4382,4382,2856.285,112,2,3,0,,FC3
ORD01076,13-Mar-2023,CUST1705,South,Small Business,PROD351,Electronics,Laptop,3,2509,0.05,7527,7150.65,5701.547,80,1,2,0,,FC1
ORD01077,8-Aug-2023,CUST1747,West,Consumer,PROD373,Lifestyle,Beauty,4,4576,0,18304,18304,12506.68,182,3,3,0,,FC1
ORD01078,15-Aug-2025,CUST1494,North,Corporate,PROD209,Electronics,Laptop,1,3846,0.05,3846,3653.7,2786.935,227,7,5,1,Late Delivery,FC1
ORD01079,6-Dec-2024,CUST1705,East,Consumer,PROD273,Fashion,Apparel,4,1516,0.05,6064,5760.8,3128.356,78,3,2,0,,FC3
ORD01080,23-Dec-2023,CUST1957,North,Small Business,PROD246,Lifestyle,Fitness,5,3294,0.05,16470,15646.5,9203.223,102,3,2,0,,FC2
ORD01081,5-May-2023,CUST1875,East,Consumer,PROD265,Electronics,Mobile,5,4196,0.2,20980,16784,10742.14,255,4,3,1,Damaged,FC2
ORD01082,13-Nov-2025,CUST1995,West,Corporate,PROD336,Electronics,Laptop,4,490,0.05,1960,1862,1387.815,162,6,5,0,,FC1
ORD01083,28-Oct-2024,CUST1745,South,Consumer,PROD428,Fashion,Footwear,3,3053,0.25,9159,6869.25,7105.794,268,5,2,0,,FC4
ORD01084,28-Jan-2025,CUST1450,South,Corporate,PROD495,Fashion,Footwear,4,1123,0.4,4492,2695.2,2741.916,208,3,3,0,,FC1
ORD01085,4-May-2024,CUST1906,South,Small Business,PROD465,Electronics,Audio,5,4384,0.1,21920,19728,11870.47,231,4,4,0,,FC3
ORD01086,24-Jun-2025,CUST1505,North,Corporate,PROD200,Electronics,Mobile,3,1056,0,3168,3168,2362.343,270,5,5,0,,FC3
ORD01087,23-May-2025,CUST1867,North,Small Business,PROD309,Lifestyle,Fitness,1,3348,0,3348,3348,1903.091,120,5,5,0,,FC3
ORD01088,27-Nov-2024,CUST1027,East,Small Business,PROD291,Fashion,Apparel,1,1756,0,1756,1756,1134.175,99,7,6,0,,FC4
ORD01089,21-Mar-2024,CUST1988,South,Consumer,PROD163,Lifestyle,Beauty,4,3429,0,13716,13716,9697.295,180,6,6,0,,FC4
ORD01090,19-Sep-2024,CUST1161,South,Consumer,PROD479,Fashion,Apparel,3,548,0.05,1644,1561.8,832.1904,231,3,3,0,,FC3
ORD01091,7-Jul-2023,CUST1263,North,Consumer,PROD410,Fashion,Accessories,4,3301,0.1,13204,11883.6,10389.7,216,4,2,0,,FC4
ORD01092,2-May-2024,CUST1789,South,Consumer,PROD253,Fashion,Apparel,4,1383,0.25,5532,4149,3273.437,248,6,6,0,,FC1
ORD01093,5-Apr-2025,CUST1068,West,Corporate,PROD393,Fashion,Apparel,5,4178,0.15,20890,17756.5,11233.37,83,4,3,0,,FC2
ORD01094,18-Dec-2024,CUST1581,West,Corporate,PROD360,Lifestyle,Home Decor,3,810,0,2430,2430,1467.328,159,4,3,1,,FC2
ORD01095,19-Feb-2025,CUST1261,South,Small Business,PROD280,Electronics,Laptop,3,1896,0.15,5688,4834.8,2923.821,256,8,6,0,,FC3
ORD01096,12-Aug-2024,CUST1260,West,Consumer,PROD312,Fashion,Footwear,1,2975,0.1,2975,2677.5,2232.355,79,2,3,1,,FC2
ORD01097,7-Sep-2024,CUST1936,East,Small Business,PROD249,Electronics,Laptop,4,2765,0,11060,11060,5812.859,115,5,3,0,,FC4
ORD01098,17-Mar-2024,CUST1758,West,Small Business,PROD453,Electronics,Audio,2,1240,0.05,2480,2356,1321.294,269,6,5,0,,FC4
ORD01099,8-Dec-2023,CUST1472,South,Corporate,PROD431,Lifestyle,Fitness,3,2788,0,8364,8364,5919.484,221,6,6,0,,FC2
ORD01100,13-May-2024,CUST1863,West,Small Business,PROD399,Electronics,Audio,2,3947,0.05,7894,7499.3,5504.914,113,5,5,0,,FC3
ORD01101,6-Sep-2025,CUST1538,East,Small Business,PROD116,Lifestyle,Fitness,3,2823,0.5,8469,4234.5,4750.337,243,7,6,0,,FC1
ORD01102,18-Apr-2024,CUST1688,South,Corporate,PROD364,Fashion,Accessories,3,816,0,2448,2448,1444.734,220,6,5,0,,FC1
ORD01103,3-Jan-2023,CUST1082,South,Corporate,PROD272,Fashion,Footwear,5,3341,0.2,16705,13364,11589.79,62,6,6,0,,FC3
ORD01104,1-Oct-2023,CUST1164,West,Corporate,PROD130,Electronics,Laptop,4,1752,0,7008,7008,4182.734,190,8,6,0,,FC4
ORD01105,3-Dec-2023,CUST1077,East,Consumer,PROD412,Fashion,Apparel,1,3883,0.15,3883,3300.55,2099.111,221,2,2,1,Late Delivery,FC4
ORD01106,21-Dec-2025,CUST1089,North,Corporate,PROD484,Fashion,Apparel,3,2894,0,8682,8682,4908.846,231,4,4,0,,FC2
ORD01107,26-Nov-2023,CUST1989,West,Consumer,PROD455,Electronics,Mobile,5,2426,0.2,12130,9704,8729.54,195,5,2,0,,FC2
ORD01108,18-Nov-2023,CUST1175,North,Small Business,PROD127,Electronics,Laptop,3,2103,0.05,6309,5993.55,3822.951,219,2,3,0,,FC4
ORD01109,22-Jul-2025,CUST1478,North,Consumer,PROD180,Electronics,Laptop,4,1759,0,7036,7036,5382.159,161,4,4,0,,FC3
ORD01110,8-Apr-2023,CUST1129,North,Consumer,PROD167,Electronics,Audio,3,1027,0.25,3081,2310.75,1950.996,194,1,2,0,,FC1
ORD01111,7-Feb-2024,CUST1159,North,Consumer,PROD393,Electronics,Laptop,1,2433,0,2433,2433,1652.541,201,5,5,0,,FC1
ORD01112,19-Apr-2023,CUST1468,West,Corporate,PROD317,Lifestyle,Home Decor,4,1977,0.25,7908,5931,4342.339,197,2,2,0,,FC4
ORD01113,27-Aug-2024,CUST1830,West,Consumer,PROD156,Fashion,Accessories,5,1159,0.1,5795,5215.5,3164.991,271,3,3,0,,FC3
ORD01114,25-Jun-2025,CUST1142,South,Small Business,PROD122,Lifestyle,Beauty,5,1268,0,6340,6340,4025.823,215,5,5,0,,FC4
ORD01115,12-Nov-2024,CUST1276,West,Corporate,PROD255,Fashion,Accessories,3,700,0.1,2100,1890,1364.619,269,7,5,0,,FC2
ORD01116,26-Oct-2024,CUST1052,East,Consumer,PROD222,Fashion,Accessories,5,2251,0.05,11255,10692.25,6088.021,186,5,3,0,,FC2
ORD01117,11-Jul-2023,CUST1207,West,Corporate,PROD359,Electronics,Audio,2,4558,0.15,9116,7748.6,6106.419,273,5,4,0,,FC1
ORD01118,27-Feb-2025,CUST1044,South,Small Business,PROD414,Lifestyle,Fitness,2,988,0.25,1976,1482,1004.371,78,3,3,0,,FC3
ORD01119,3-May-2024,CUST1651,South,Consumer,PROD152,Electronics,Laptop,5,487,0.2,2435,1948,1409.145,111,5,3,1,Late Delivery,FC3
ORD01120,6-Aug-2024,CUST1795,East,Small Business,PROD450,Electronics,Laptop,3,2660,0.2,7980,6384,4960.699,186,2,2,1,Size Issue,FC1
ORD01121,7-Jun-2024,CUST1524,East,Consumer,PROD327,Lifestyle,Home Decor,5,3196,0.1,15980,14382,12308.35,92,7,5,0,,FC4
ORD01122,29-Dec-2025,CUST1108,East,Corporate,PROD383,Electronics,Mobile,5,802,0.4,4010,2406,2382.033,284,4,4,0,,FC4
ORD01123,29-Sep-2024,CUST1834,South,Small Business,PROD241,Fashion,Footwear,1,1693,0,1693,1693,1051.954,166,5,5,0,,FC2
ORD01124,8-Jun-2025,CUST1719,South,Small Business,PROD347,Electronics,Mobile,2,4167,0.4,8334,5000.4,4752.244,233,6,5,0,,FC1
ORD01125,28-Jan-2023,CUST1198,East,Corporate,PROD489,Electronics,Laptop,5,4193,0.3,20965,14675.5,15841.59,52,6,4,0,,FC3
ORD01126,23-Apr-2025,CUST1097,North,Corporate,PROD156,Electronics,Audio,3,287,0.4,861,516.6,617.9663,164,5,5,0,,FC4
ORD01127,17-Oct-2025,CUST1038,North,Consumer,PROD112,Fashion,Apparel,4,3879,0.1,15516,13964.4,11894.98,92,4,2,0,,FC3
ORD01128,12-Jul-2025,CUST1558,North,Consumer,PROD313,Electronics,Audio,4,1776,0.15,7104,6038.4,4895.582,62,3,2,0,,FC1
ORD01129,20-Mar-2023,CUST1822,West,Small Business,PROD151,Lifestyle,Beauty,5,2795,0.25,13975,10481.25,7768.592,101,4,4,0,,FC4
ORD01130,28-Dec-2024,CUST1731,South,Small Business,PROD198,Electronics,Mobile,4,1367,0.2,5468,4374.4,3632.592,80,4,5,0,,FC1
ORD01131,15-May-2024,CUST1802,North,Corporate,PROD288,Lifestyle,Fitness,5,2613,0.15,13065,11105.25,7806.915,118,1,2,0,,FC4
ORD01132,5-Oct-2023,CUST1394,East,Consumer,PROD214,Lifestyle,Beauty,3,3369,0.2,10107,8085.6,5892.806,78,7,6,0,,FC1
ORD01133,6-Jan-2023,CUST1895,West,Corporate,PROD338,Electronics,Laptop,4,1911,0.1,7644,6879.6,4937.894,298,6,5,0,,FC3
ORD01134,5-Apr-2023,CUST1086,South,Consumer,PROD385,Fashion,Footwear,2,1662,0.25,3324,2493,1984.415,207,3,3,0,,FC4
ORD01135,14-Mar-2023,CUST1089,North,Corporate,PROD395,Electronics,Mobile,2,2960,0,5920,5920,3641.523,195,7,5,0,,FC2
ORD01136,1-Jul-2023,CUST1593,West,Corporate,PROD362,Electronics,Laptop,1,4295,0,4295,4295,3063.401,52,6,6,0,,FC2
ORD01137,5-Dec-2023,CUST1923,North,Corporate,PROD359,Fashion,Accessories,5,4874,0.4,24370,14622,15119.91,291,2,2,0,,FC1
ORD01138,3-Jun-2024,CUST1393,North,Small Business,PROD180,Lifestyle,Home Decor,3,4314,0.3,12942,9059.4,9923.507,81,6,5,0,,FC1
ORD01139,17-Apr-2024,CUST1498,East,Small Business,PROD496,Fashion,Apparel,3,2894,0.25,8682,6511.5,4800.521,143,5,4,0,,FC3
ORD01140,9-Jun-2024,CUST1226,East,Consumer,PROD311,Lifestyle,Fitness,4,4996,0.05,19984,18984.8,14436.03,177,5,4,0,,FC1
ORD01141,23-Feb-2023,CUST1021,North,Small Business,PROD209,Electronics,Audio,1,3398,0.3,3398,2378.6,2036.27,177,5,4,0,,FC2
ORD01142,7-Feb-2023,CUST1981,South,Small Business,PROD447,Fashion,Apparel,5,3752,0,18760,18760,11549.95,248,7,5,1,Quality Issue,FC2
ORD01143,12-Sep-2025,CUST1450,West,Corporate,PROD196,Lifestyle,Home Decor,3,4609,0,13827,13827,8420.326,86,3,2,0,,FC4
ORD01144,28-Jul-2024,CUST1692,West,Small Business,PROD298,Lifestyle,Beauty,5,3119,0.25,15595,11696.25,12390.76,159,3,4,0,,FC4
ORD01145,1-Apr-2024,CUST1424,East,Consumer,PROD488,Lifestyle,Beauty,1,1541,0.1,1541,1386.9,1162.314,149,5,4,1,Size Issue,FC3
ORD01146,14-Oct-2023,CUST1443,West,Corporate,PROD481,Lifestyle,Home Decor,3,3837,0.4,11511,6906.6,7095.156,147,5,5,0,,FC3
